Name,Nation,Team,Position,Age,Matches Played,Starts,Min,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP_x,PrgR_x,Gls90,Ast90,xG90,xAG90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short Cmp%,Med Cmp%,Long Cmp%,KP,1/3_x,PPA,CrsPA,PrgP_y,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att_x,Lost_x,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att_y,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Fls,Fld,Off,Crs,Recov,Won,Lost_y,Won%
Lewis Miley,ENG,Newcastle Utd,MF,N/a,12.0,1.0,249.0,2.8,1.0,0.0,1.0,0.5,0.0,2.0,14.0,7.0,0.36,0.0,0.2,0.01,N/a,N/a,N/a,N/a,66.7,1.08,0.72,0.33,142.0,87.7,2084.0,90.0,51.0,8.0,0.0,1.0,10.0,4.0,0.0,3.0,1.08,0.0,0.0,11.0,9.0,11.0,5.0,1.0,4.0,2.0,13.0,198.0,5.0,37.0,105.0,57.0,5.0,198.0,1.0,1.0,33.3,96.0,497.0,186.0,2.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,16.0,5.0,5.0
Liam Delap,ENG,Ipswich Town,FW,N/a,33.0,30.0,2424.0,26.9,12.0,2.0,14.0,9.1,1.9,59.0,30.0,104.0,0.45,0.07,0.34,0.07,N/a,N/a,N/a,N/a,43.5,2.3,1.0,0.16,208.0,61.0,2873.0,165.0,103.0,23.0,0.1,20.0,16.0,6.0,0.0,60.0,2.23,0.26,3.0,10.0,7.0,14.0,8.0,0.0,8.0,2.0,12.0,647.0,29.0,78.0,270.0,320.0,87.0,645.0,38.0,35.0,42.7,424.0,3170.0,1511.0,59.0,45.0,28.0,96.0,55.0,65.0,48.0,13.0,5.0,0.0,64.0,52.0,67.0
Lisandro Martínez,ARG,Manchester Utd,DF,N/a,20.0,20.0,1751.0,19.5,2.0,1.0,3.0,1.3,1.1,23.0,117.0,7.0,0.1,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.87,0.31,0.12,1200.0,89.4,20292.0,554.0,646.0,116.0,-0.1,9.0,91.0,18.0,2.0,26.0,1.34,0.1,2.0,40.0,24.0,36.0,22.0,8.0,14.0,32.0,72.0,1524.0,156.0,713.0,697.0,125.0,18.0,1524.0,6.0,1.0,14.3,1017.0,5141.0,3129.0,23.0,23.0,2.0,1.0,3.0,22.0,7.0,0.0,9.0,0.0,81.0,16.0,13.0
Lloyd Kelly,ENG,Newcastle Utd,DF,N/a,10.0,4.0,303.0,3.4,0.0,1.0,1.0,0.4,0.5,0.0,9.0,5.0,0.0,0.3,0.12,0.14,N/a,N/a,N/a,N/a,0.0,0.89,0.0,0.0,146.0,80.7,2636.0,65.0,87.0,24.0,0.5,2.0,6.0,1.0,1.0,2.0,0.59,0.3,1.0,5.0,4.0,1.0,6.0,4.0,2.0,1.0,6.0,215.0,26.0,105.0,94.0,19.0,4.0,215.0,2.0,1.0,33.3,120.0,474.0,202.0,0.0,2.0,0.0,3.0,2.0,5.0,5.0,1.0,1.0,0.0,19.0,6.0,2.0
Lucas Bergvall,SWE,Tottenham,MF,N/a,27.0,11.0,1212.0,13.5,0.0,1.0,1.0,0.7,0.6,33.0,49.0,31.0,0.0,0.07,0.05,0.04,N/a,N/a,N/a,N/a,16.7,0.89,0.15,0.0,629.0,87.4,10567.0,321.0,294.0,71.0,0.4,11.0,53.0,7.0,3.0,22.0,1.63,0.3,3.0,39.0,19.0,32.0,18.0,8.0,10.0,24.0,63.0,885.0,36.0,188.0,478.0,232.0,22.0,885.0,21.0,20.0,44.4,531.0,3392.0,1634.0,33.0,21.0,4.0,20.0,19.0,20.0,17.0,0.0,21.0,0.0,73.0,9.0,8.0
Lucas Digne,FRA,Aston Villa,DF,N/a,30.0,27.0,2241.0,24.9,0.0,4.0,4.0,0.8,4.4,23.0,54.0,140.0,0.0,0.16,0.03,0.17,N/a,N/a,N/a,N/a,23.1,0.52,0.12,0.0,924.0,75.0,14998.0,533.0,477.0,146.0,-0.4,35.0,43.0,29.0,18.0,63.0,2.53,0.2,5.0,62.0,36.0,62.0,23.0,4.0,19.0,25.0,87.0,1473.0,90.0,510.0,449.0,524.0,28.0,1473.0,9.0,9.0,47.4,669.0,2941.0,1319.0,23.0,14.0,4.0,17.0,15.0,20.0,14.0,7.0,138.0,0.0,98.0,34.0,26.0
Lucas Paquetá,BRA,West Ham,"MF,FW",N/a,30.0,26.0,2257.0,25.1,4.0,0.0,4.0,5.2,3.0,20.0,140.0,82.0,0.16,0.0,0.21,0.12,N/a,N/a,N/a,N/a,7.9,1.52,0.12,0.05,1047.0,77.4,17297.0,657.0,458.0,170.0,-3.0,35.0,121.0,41.0,4.0,78.0,3.11,0.24,3.0,63.0,35.0,49.0,27.0,4.0,23.0,17.0,80.0,1672.0,58.0,338.0,919.0,428.0,56.0,1670.0,17.0,20.0,47.6,862.0,3054.0,1255.0,20.0,31.0,2.0,51.0,50.0,49.0,57.0,6.0,28.0,0.0,140.0,47.0,57.0
Luis Díaz,COL,Liverpool,FW,N/a,33.0,26.0,2225.0,24.7,12.0,5.0,17.0,10.0,4.9,103.0,103.0,269.0,0.49,0.2,0.4,0.2,N/a,N/a,N/a,N/a,41.5,2.63,1.09,0.18,697.0,84.3,11124.0,422.0,278.0,68.0,0.1,54.0,45.0,43.0,6.0,116.0,4.69,0.65,13.0,33.0,21.0,34.0,18.0,0.0,18.0,7.0,40.0,1109.0,15.0,78.0,382.0,668.0,155.0,1109.0,51.0,48.0,43.2,733.0,5365.0,2803.0,103.0,53.0,55.0,51.0,43.0,48.0,30.0,10.0,30.0,0.0,98.0,12.0,33.0
Luis Guilherme,BRA,West Ham,"MF,FW",N/a,11.0,1.0,138.0,1.5,0.0,0.0,0.0,0.3,0.1,3.0,3.0,13.0,0.0,0.0,0.19,0.05,N/a,N/a,N/a,N/a,33.3,1.96,0.65,0.0,47.0,83.9,727.0,31.0,15.0,7.0,-0.1,3.0,3.0,3.0,2.0,10.0,6.52,0.0,0.0,1.0,0.0,3.0,7.0,0.0,7.0,3.0,4.0,85.0,3.0,19.0,30.0,37.0,4.0,85.0,5.0,2.0,22.2,42.0,324.0,136.0,3.0,3.0,1.0,4.0,3.0,0.0,4.0,0.0,8.0,0.0,7.0,2.0,1.0
Luis Sinisterra,COL,Bournemouth,"FW,MF",N/a,12.0,1.0,236.0,2.6,1.0,1.0,2.0,1.2,1.4,19.0,6.0,38.0,0.38,0.38,0.46,0.54,N/a,N/a,N/a,N/a,46.2,4.96,2.29,0.08,73.0,78.5,1067.0,48.0,32.0,5.0,-0.4,9.0,6.0,2.0,2.0,14.0,5.29,0.38,1.0,7.0,2.0,4.0,3.0,0.0,3.0,1.0,8.0,155.0,7.0,18.0,41.0,96.0,23.0,155.0,8.0,10.0,50.0,95.0,744.0,393.0,19.0,6.0,10.0,6.0,3.0,4.0,2.0,1.0,7.0,0.0,17.0,3.0,7.0
Luke Shaw,ENG,Manchester Utd,DF,N/a,4.0,1.0,173.0,1.9,0.0,0.0,0.0,0.0,0.7,6.0,18.0,7.0,0.0,0.0,0.02,0.37,N/a,N/a,N/a,N/a,0.0,0.52,0.0,0.0,159.0,84.1,2589.0,92.0,69.0,20.0,-0.7,5.0,12.0,3.0,1.0,9.0,4.68,0.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,204.0,8.0,73.0,94.0,37.0,4.0,204.0,0.0,1.0,100.0,151.0,744.0,386.0,6.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,0.0,9.0,3.0,0.0
Luke Thomas,ENG,Leicester City,DF,N/a,10.0,9.0,783.0,8.7,0.0,0.0,0.0,0.1,0.1,3.0,26.0,9.0,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.34,0.0,0.0,378.0,78.9,6170.0,211.0,185.0,63.0,-0.1,4.0,25.0,2.0,1.0,6.0,0.69,0.0,0.0,24.0,20.0,32.0,13.0,5.0,8.0,15.0,39.0,589.0,38.0,224.0,286.0,83.0,5.0,589.0,2.0,3.0,60.0,283.0,1066.0,446.0,3.0,6.0,1.0,10.0,1.0,4.0,6.0,0.0,20.0,0.0,32.0,9.0,11.0
Luke Woolfenden,ENG,Ipswich Town,DF,N/a,14.0,11.0,1097.0,12.2,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,0.0,0.08,0.0,0.0,450.0,87.7,8278.0,174.0,259.0,69.0,0.0,0.0,27.0,0.0,0.0,2.0,0.16,0.0,0.0,9.0,6.0,5.0,21.0,14.0,7.0,18.0,27.0,638.0,139.0,365.0,264.0,9.0,3.0,638.0,0.0,0.0,N/a,341.0,1971.0,1165.0,7.0,3.0,0.0,4.0,0.0,5.0,2.0,1.0,0.0,0.0,35.0,15.0,12.0
Mads Hermansen,DEN,Leicester City,GK,N/a,27.0,27.0,2385.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.19,64.5,6.0,4.0,N/a,0.0,0.0,N/a,654.0,61.0,17066.0,155.0,329.0,584.0,0.0,0.0,20.0,1.0,0.0,3.0,0.11,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1147.0,831.0,1106.0,43.0,0.0,0.0,1147.0,1.0,0.0,0.0,734.0,3625.0,1904.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,4.0,1.0
Mads Roerslev,DEN,Brentford,DF,N/a,19.0,11.0,1101.0,12.2,0.0,2.0,2.0,0.2,3.0,17.0,51.0,54.0,0.0,0.16,0.02,0.24,N/a,N/a,N/a,N/a,40.0,0.41,0.16,0.0,422.0,78.7,6925.0,233.0,224.0,49.0,-1.0,14.0,37.0,11.0,4.0,21.0,1.72,0.16,2.0,18.0,8.0,28.0,12.0,5.0,7.0,4.0,22.0,645.0,49.0,234.0,268.0,146.0,20.0,645.0,7.0,8.0,42.1,352.0,1630.0,858.0,17.0,13.0,0.0,9.0,6.0,6.0,10.0,0.0,31.0,0.0,39.0,10.0,14.0
Malo Gusto,FRA,Chelsea,DF,N/a,28.0,19.0,1819.0,20.2,0.0,1.0,1.0,1.7,1.2,48.0,118.0,84.0,0.0,0.05,0.08,0.06,N/a,N/a,N/a,N/a,18.2,1.09,0.2,0.0,1168.0,86.4,19089.0,613.0,569.0,111.0,-0.2,20.0,107.0,18.0,6.0,56.0,2.77,0.2,4.0,43.0,28.0,47.0,29.0,8.0,21.0,23.0,66.0,1553.0,57.0,375.0,752.0,438.0,42.0,1553.0,4.0,10.0,66.7,861.0,4331.0,2170.0,48.0,35.0,8.0,16.0,17.0,20.0,18.0,2.0,51.0,0.0,114.0,8.0,15.0
Manuel Akanji,SUI,Manchester City,DF,N/a,22.0,20.0,1711.0,19.0,0.0,0.0,0.0,0.7,0.4,38.0,135.0,6.0,0.0,0.0,0.04,0.02,N/a,N/a,N/a,N/a,10.0,0.53,0.05,0.0,1395.0,93.9,22867.0,700.0,672.0,92.0,-0.4,9.0,150.0,11.0,2.0,34.0,1.79,0.11,2.0,15.0,10.0,12.0,11.0,8.0,3.0,7.0,22.0,1598.0,108.0,472.0,776.0,352.0,11.0,1598.0,2.0,0.0,0.0,1044.0,5506.0,3286.0,38.0,52.0,0.0,4.0,5.0,16.0,9.0,0.0,11.0,0.0,86.0,24.0,29.0
Manuel Ugarte Ribeiro,URU,Manchester Utd,MF,N/a,26.0,20.0,1616.0,18.0,1.0,1.0,2.0,1.0,1.1,12.0,55.0,19.0,0.06,0.06,0.05,0.06,N/a,N/a,N/a,N/a,16.7,1.0,0.17,0.06,715.0,87.5,11713.0,407.0,297.0,77.0,-0.1,9.0,52.0,9.0,3.0,30.0,1.67,0.17,2.0,70.0,43.0,60.0,27.0,3.0,24.0,25.0,95.0,1047.0,40.0,300.0,575.0,190.0,15.0,1047.0,17.0,10.0,32.3,599.0,2570.0,1155.0,12.0,12.0,1.0,29.0,24.0,35.0,31.0,0.0,7.0,1.0,111.0,17.0,18.0
Marc Cucurella,ESP,Chelsea,DF,N/a,32.0,29.0,2628.0,29.2,4.0,1.0,5.0,2.6,1.9,30.0,104.0,108.0,0.14,0.03,0.09,0.06,N/a,N/a,N/a,N/a,40.9,0.75,0.31,0.18,1529.0,88.0,24117.0,815.0,747.0,108.0,-0.9,18.0,108.0,12.0,3.0,46.0,1.58,0.17,4.0,58.0,38.0,50.0,40.0,13.0,27.0,23.0,81.0,2014.0,100.0,603.0,933.0,486.0,72.0,2014.0,4.0,7.0,53.8,864.0,3613.0,2105.0,30.0,17.0,2.0,26.0,6.0,33.0,32.0,3.0,29.0,0.0,110.0,29.0,51.0
Marc Guéhi,ENG,Crystal Palace,DF,N/a,32.0,32.0,2879.0,32.0,3.0,2.0,5.0,1.9,1.2,22.0,126.0,8.0,0.09,0.06,0.06,0.04,N/a,N/a,N/a,N/a,50.0,0.44,0.22,0.21,1377.0,83.3,26335.0,560.0,800.0,262.0,0.8,12.0,127.0,11.0,3.0,38.0,1.19,0.16,4.0,56.0,31.0,45.0,53.0,22.0,31.0,25.0,81.0,1994.0,292.0,987.0,881.0,137.0,31.0,1994.0,11.0,2.0,14.3,1065.0,5274.0,2804.0,22.0,17.0,1.0,16.0,16.0,22.0,26.0,1.0,13.0,3.0,135.0,66.0,50.0
Marco Asensio,ESP,Aston Villa,"MF,FW",N/a,9.0,5.0,481.0,5.3,3.0,1.0,4.0,4.2,0.8,15.0,31.0,23.0,0.56,0.19,0.78,0.15,N/a,N/a,N/a,N/a,47.1,3.18,1.5,0.18,171.0,80.3,2407.0,111.0,69.0,17.0,0.2,12.0,14.0,8.0,2.0,25.0,4.68,0.56,2.0,7.0,5.0,8.0,2.0,0.0,2.0,1.0,8.0,267.0,4.0,25.0,108.0,139.0,22.0,265.0,7.0,5.0,38.5,165.0,910.0,464.0,15.0,18.0,3.0,5.0,7.0,8.0,6.0,2.0,22.0,0.0,20.0,0.0,1.0
Marcos Senesi,ARG,Bournemouth,DF,N/a,15.0,12.0,1014.0,11.3,0.0,0.0,0.0,0.8,0.2,12.0,51.0,5.0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.18,0.0,0.0,493.0,76.6,10211.0,200.0,270.0,161.0,-0.2,3.0,73.0,12.0,3.0,16.0,1.42,0.09,1.0,35.0,21.0,30.0,15.0,7.0,8.0,11.0,46.0,783.0,67.0,349.0,376.0,67.0,12.0,783.0,5.0,4.0,44.4,483.0,2498.0,1465.0,12.0,14.0,0.0,6.0,5.0,19.0,7.0,0.0,10.0,0.0,67.0,23.0,27.0
Marcus Rashford,ENG,Manchester Utd,"FW,MF",N/a,15.0,12.0,978.0,10.9,4.0,1.0,5.0,1.7,2.1,20.0,21.0,79.0,0.37,0.09,0.16,0.19,N/a,N/a,N/a,N/a,56.3,1.47,0.83,0.25,253.0,73.8,3508.0,201.0,85.0,28.0,-1.1,15.0,13.0,16.0,8.0,29.0,2.67,0.09,1.0,7.0,4.0,9.0,8.0,0.0,8.0,4.0,11.0,440.0,3.0,35.0,189.0,222.0,34.0,440.0,9.0,26.0,66.7,293.0,1694.0,728.0,20.0,19.0,12.0,14.0,6.0,8.0,7.0,7.0,27.0,0.0,24.0,5.0,7.0
Marcus Rashford,ENG,Aston Villa,FW,N/a,10.0,4.0,444.0,4.9,2.0,2.0,4.0,3.1,2.3,22.0,13.0,42.0,0.41,0.41,0.62,0.46,N/a,N/a,N/a,N/a,27.8,3.65,1.01,0.06,117.0,71.3,1772.0,77.0,47.0,25.0,-0.3,13.0,2.0,9.0,2.0,27.0,5.49,0.61,2.0,10.0,7.0,6.0,2.0,0.0,2.0,1.0,11.0,227.0,2.0,14.0,58.0,159.0,30.0,226.0,9.0,13.0,59.1,127.0,892.0,471.0,22.0,10.0,15.0,8.0,1.0,1.0,3.0,1.0,28.0,0.0,14.0,1.0,8.0
Marcus Tavernier,ENG,Bournemouth,"FW,MF",N/a,25.0,16.0,1580.0,17.6,3.0,5.0,8.0,5.2,2.8,39.0,99.0,103.0,0.17,0.28,0.3,0.16,N/a,N/a,N/a,N/a,31.3,2.73,0.85,0.06,530.0,72.4,8961.0,298.0,280.0,101.0,2.2,36.0,61.0,29.0,9.0,82.0,4.67,0.57,5.0,39.0,23.0,25.0,15.0,3.0,12.0,4.0,43.0,956.0,18.0,108.0,358.0,511.0,49.0,956.0,22.0,27.0,51.9,540.0,3326.0,1569.0,39.0,37.0,7.0,36.0,43.0,25.0,20.0,4.0,89.0,0.0,96.0,24.0,31.0
Mario Lemina,GAB,Wolves,"MF,DF",N/a,17.0,15.0,1364.0,15.2,1.0,3.0,4.0,1.4,1.1,8.0,48.0,21.0,0.07,0.2,0.09,0.07,N/a,N/a,N/a,N/a,27.8,1.19,0.33,0.06,493.0,80.4,9479.0,207.0,284.0,95.0,1.9,10.0,43.0,13.0,4.0,26.0,1.71,0.33,5.0,51.0,31.0,29.0,12.0,7.0,5.0,27.0,78.0,809.0,92.0,324.0,378.0,119.0,18.0,809.0,10.0,4.0,25.0,382.0,2068.0,1038.0,8.0,12.0,2.0,21.0,11.0,17.0,8.0,4.0,10.0,0.0,73.0,25.0,16.0
Mark Flekken,NED,Brentford,GK,N/a,32.0,32.0,2825.0,31.4,0.0,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.01,1.53,73.3,7.0,1.0,N/a,0.0,0.0,N/a,1113.0,73.3,32882.0,139.0,612.0,760.0,0.8,2.0,44.0,2.0,0.0,7.0,0.22,0.03,0.0,4.0,4.0,9.0,2.0,0.0,2.0,0.0,4.0,1616.0,1261.0,1569.0,52.0,0.0,0.0,1616.0,1.0,0.0,0.0,987.0,4966.0,2803.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,35.0,4.0,0.0
Mark Travers,IRL,Bournemouth,GK,N/a,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,2.0,0.0,N/a,0.0,0.0,N/a,100.0,70.4,3469.0,6.0,53.0,83.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,144.0,159.0,3.0,0.0,0.0,162.0,0.0,0.0,N/a,85.0,426.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
Marshall Munetsi,ZIM,Wolves,"MF,FW",N/a,10.0,9.0,788.0,8.8,1.0,1.0,2.0,3.0,1.5,5.0,8.0,24.0,0.11,0.11,0.34,0.17,N/a,N/a,N/a,N/a,33.3,1.71,0.57,0.07,117.0,73.6,1420.0,92.0,44.0,3.0,-0.5,7.0,4.0,1.0,0.0,16.0,1.83,0.11,1.0,19.0,9.0,18.0,9.0,1.0,8.0,5.0,24.0,274.0,15.0,41.0,150.0,85.0,24.0,274.0,1.0,5.0,71.4,106.0,390.0,123.0,5.0,3.0,3.0,26.0,11.0,13.0,10.0,3.0,5.0,0.0,29.0,22.0,17.0
Martin Dúbravka,SVK,Newcastle Utd,GK,N/a,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,70.7,0.0,0.0,N/a,0.0,0.0,N/a,265.0,79.6,5932.0,58.0,161.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,262.0,337.0,14.0,0.0,0.0,350.0,0.0,0.0,N/a,202.0,1043.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,4.0,0.0
Martin Ødegaard,NOR,Arsenal,MF,N/a,26.0,23.0,2040.0,22.7,2.0,6.0,8.0,4.4,4.6,79.0,231.0,142.0,0.09,0.26,0.2,0.2,N/a,N/a,N/a,N/a,31.7,1.81,0.57,0.02,1099.0,82.6,17070.0,671.0,458.0,132.0,1.4,56.0,115.0,78.0,5.0,112.0,4.95,0.57,11.0,19.0,11.0,24.0,4.0,0.0,4.0,4.0,23.0,1494.0,6.0,98.0,625.0,785.0,104.0,1493.0,22.0,30.0,55.6,1031.0,6480.0,3279.0,79.0,72.0,23.0,28.0,38.0,10.0,20.0,1.0,80.0,0.0,86.0,8.0,7.0
Mason Mount,ENG,Manchester Utd,"MF,FW",N/a,13.0,4.0,374.0,4.2,0.0,0.0,0.0,1.5,0.2,9.0,18.0,20.0,0.0,0.0,0.35,0.05,N/a,N/a,N/a,N/a,30.0,2.41,0.72,0.0,123.0,79.9,1727.0,84.0,44.0,10.0,-0.2,5.0,9.0,3.0,1.0,14.0,3.37,0.0,0.0,8.0,2.0,8.0,7.0,1.0,6.0,2.0,10.0,200.0,3.0,27.0,95.0,81.0,18.0,200.0,0.0,3.0,75.0,130.0,637.0,278.0,9.0,9.0,2.0,9.0,9.0,13.0,7.0,0.0,9.0,0.0,11.0,3.0,6.0
Massimo Luongo,AUS,Ipswich Town,MF,N/a,9.0,2.0,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,43.0,75.4,613.0,30.0,16.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,7.0,4.0,2.0,2.0,2.0,10.0,77.0,9.0,33.0,25.0,19.0,1.0,77.0,0.0,0.0,N/a,40.0,148.0,25.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,10.0,1.0,0.0
Mateo Kovačić,CRO,Manchester City,MF,N/a,28.0,22.0,1960.0,21.8,6.0,1.0,7.0,1.7,3.5,51.0,142.0,15.0,0.28,0.05,0.08,0.16,N/a,N/a,N/a,N/a,31.6,1.74,0.55,0.16,1523.0,92.5,23541.0,860.0,661.0,88.0,-2.5,28.0,178.0,27.0,0.0,59.0,2.71,0.28,4.0,61.0,36.0,59.0,19.0,0.0,19.0,20.0,81.0,1859.0,48.0,274.0,1063.0,543.0,16.0,1859.0,20.0,11.0,28.9,1259.0,7419.0,3432.0,51.0,71.0,3.0,16.0,29.0,22.0,22.0,0.0,0.0,0.0,109.0,9.0,7.0
Mateus Fernandes,POR,Southampton,MF,N/a,32.0,30.0,2584.0,28.7,2.0,3.0,5.0,3.7,2.6,72.0,130.0,99.0,0.07,0.1,0.13,0.09,N/a,N/a,N/a,N/a,36.8,1.32,0.49,0.05,977.0,79.7,16522.0,530.0,431.0,175.0,0.4,30.0,89.0,21.0,4.0,68.0,2.37,0.21,4.0,81.0,43.0,61.0,39.0,5.0,34.0,21.0,102.0,1577.0,57.0,336.0,774.0,503.0,45.0,1577.0,43.0,44.0,45.8,814.0,5287.0,2926.0,72.0,65.0,8.0,50.0,33.0,40.0,52.0,3.0,102.0,0.0,162.0,13.0,9.0
Matheus Cunha,BRA,Wolves,"MF,FW",N/a,29.0,26.0,2341.0,26.0,15.0,6.0,21.0,7.9,7.3,103.0,129.0,144.0,0.58,0.23,0.3,0.28,N/a,N/a,N/a,N/a,42.1,3.65,1.54,0.16,727.0,72.0,11575.0,483.0,269.0,171.0,-1.3,51.0,88.0,54.0,10.0,117.0,4.5,0.62,10.0,35.0,21.0,35.0,19.0,1.0,18.0,16.0,51.0,1393.0,22.0,171.0,643.0,627.0,113.0,1392.0,57.0,55.0,43.7,800.0,6128.0,3062.0,103.0,88.0,35.0,70.0,47.0,39.0,69.0,8.0,120.0,0.0,120.0,10.0,27.0
Matheus Nunes,POR,Manchester City,"DF,MF",N/a,23.0,16.0,1404.0,15.6,1.0,5.0,6.0,0.9,4.2,56.0,66.0,151.0,0.06,0.32,0.06,0.27,N/a,N/a,N/a,N/a,42.9,0.45,0.19,0.14,885.0,86.5,13810.0,535.0,381.0,71.0,0.8,21.0,43.0,25.0,7.0,39.0,2.5,0.38,4.0,28.0,18.0,31.0,14.0,3.0,11.0,12.0,40.0,1166.0,35.0,207.0,442.0,522.0,53.0,1166.0,15.0,13.0,39.4,717.0,3840.0,1991.0,56.0,26.0,22.0,27.0,11.0,28.0,14.0,6.0,37.0,0.0,57.0,13.0,15.0
Mathias Jensen,DEN,Brentford,MF,N/a,19.0,8.0,770.0,8.6,0.0,2.0,2.0,0.2,1.6,6.0,55.0,26.0,0.0,0.23,0.03,0.19,N/a,N/a,N/a,N/a,16.7,0.7,0.12,0.0,327.0,75.0,6098.0,170.0,157.0,79.0,0.4,15.0,39.0,17.0,2.0,37.0,4.32,0.47,1.0,12.0,8.0,15.0,13.0,4.0,9.0,7.0,19.0,510.0,23.0,115.0,215.0,183.0,9.0,510.0,9.0,4.0,26.7,273.0,1176.0,538.0,6.0,8.0,0.0,8.0,6.0,7.0,10.0,0.0,31.0,0.0,44.0,8.0,5.0
Mathys Tel,FRA,Tottenham,FW,N/a,9.0,7.0,559.0,6.2,2.0,0.0,2.0,2.2,0.9,16.0,13.0,50.0,0.32,0.0,0.35,0.15,N/a,N/a,N/a,N/a,33.3,2.9,0.97,0.06,132.0,73.3,2396.0,72.0,73.0,24.0,-0.9,9.0,9.0,9.0,4.0,15.0,2.42,0.0,0.0,6.0,2.0,7.0,3.0,0.0,3.0,0.0,6.0,266.0,1.0,27.0,95.0,152.0,30.0,265.0,8.0,18.0,60.0,182.0,1070.0,551.0,16.0,16.0,7.0,16.0,9.0,6.0,7.0,0.0,25.0,0.0,27.0,1.0,2.0
Mats Wieffer,NED,Brighton,"MF,DF",N/a,21.0,6.0,692.0,7.7,1.0,2.0,3.0,0.7,1.3,12.0,49.0,17.0,0.13,0.26,0.1,0.17,N/a,N/a,N/a,N/a,50.0,1.04,0.52,0.13,452.0,86.4,7323.0,244.0,213.0,40.0,0.7,12.0,45.0,5.0,1.0,25.0,3.25,0.39,3.0,33.0,19.0,27.0,13.0,1.0,12.0,11.0,44.0,635.0,30.0,145.0,345.0,154.0,14.0,635.0,4.0,6.0,54.5,374.0,1776.0,761.0,12.0,14.0,1.0,11.0,8.0,17.0,6.0,1.0,7.0,0.0,54.0,23.0,18.0
Matt Doherty,IRL,Wolves,DF,N/a,27.0,22.0,1901.0,21.1,2.0,1.0,3.0,1.0,1.5,29.0,75.0,39.0,0.09,0.05,0.05,0.07,N/a,N/a,N/a,N/a,30.0,0.47,0.14,0.2,974.0,82.6,18234.0,434.0,535.0,170.0,-0.5,11.0,87.0,14.0,1.0,24.0,1.14,0.14,3.0,36.0,20.0,22.0,26.0,15.0,11.0,21.0,57.0,1394.0,115.0,542.0,690.0,179.0,25.0,1394.0,11.0,6.0,30.0,730.0,3355.0,2034.0,29.0,19.0,4.0,11.0,5.0,18.0,11.0,2.0,18.0,1.0,98.0,48.0,19.0
Matt O'Riley,DEN,Brighton,MF,N/a,17.0,9.0,758.0,8.4,1.0,1.0,2.0,2.0,1.5,17.0,33.0,45.0,0.12,0.12,0.23,0.18,N/a,N/a,N/a,N/a,30.0,2.37,0.71,0.05,271.0,79.0,4302.0,152.0,112.0,54.0,-0.5,16.0,26.0,7.0,0.0,35.0,4.16,0.48,3.0,15.0,9.0,12.0,6.0,3.0,3.0,12.0,27.0,437.0,16.0,66.0,194.0,179.0,36.0,437.0,7.0,4.0,33.3,232.0,969.0,471.0,17.0,11.0,6.0,14.0,3.0,11.0,11.0,1.0,42.0,1.0,23.0,4.0,7.0
